soren-st-pl32-k16-23.05.15-21:55.txt	10.534	4.929	29.62
soren-st-pl32-k16-23.05.15-21:54.txt	8.925	4.807	25.901
soren-st-pl64-k16-23.05.15-22:03.txt	10.481	4.872	27.812
soren-st-pl128-k16-23.05.15-22:12.txt	10.087	5.431	27.693
soren-st-pl256-k16-23.05.15-22:19.txt	10.456	4.885	27.877
soren-st-pl512-k16-23.05.15-22:25.txt	10.204	5.4350000000000005	21.017
