soren-st-pl32-k16-23.05.15-21:54.txt	8.925	4.807	25.901
soren-st-pl64-k16-23.05.15-22:01.txt	6.4350000000000005	4.134	18.651
soren-st-pl128-k16-23.05.15-22:11.txt	7.49	4.839	20.021
soren-st-pl256-k16-23.05.15-22:18.txt	7.871	5.033	19.846
soren-st-pl512-k16-23.05.15-22:24.txt	7.682	4.937	16.455000000000002
