soren-st-pl32-k16-23.05.15-21:54.txt	8.925	4.807	25.901
soren-st-pl64-k16-23.05.15-22:02.txt	7.606	4.545	25.081
soren-st-pl128-k16-23.05.15-22:12.txt	7.575	4.723	22.735
soren-st-pl256-k16-23.05.15-22:19.txt	7.864	4.864	21.615000000000002
soren-st-pl512-k16-23.05.15-22:25.txt	8.324	5.095	23.938
